feature_group1,feature_group2,feature_group3,feature_group4,target
1242.864891,1599.3878,6,1658,0
1644.378917,2422.416176,5,2281,0
1335.461643,2360.272612,4,1601,0
3329.979627,4257.180834,2,1696,0
1207.354626,1576.164322,6,1198,0
2382.004157,3090.940978,3,1754,0
2288.593086,3768.826598,3,2530,0
2619.79531,2669.454724,2,-408,0
1243.445062,1824.854507,6,2140,0
1340.720361,1808.114826,6,2003,0
1966.941279,2069.64467,4,415,0
1561.145316,1905.075399,5,915,0
1924.629559,2617.691547,5,2463,0
1869.317637,2020.57322,4,253,0
1906.655775,2720.080286,4,2066,0
1575.024121,2316.474029,5,1891,0
2829.040609,5144.088908,2,2439,0
1303.982471,1200.134251,5,-359,0
1397.797111,1433.500534,5,-139,0
1843.96988,1988.41232,4,35,0
1425.532654,1342.295629,6,-501,0
2193.763379,4116.320638,2,956,0
1713.396952,1688.309004,4,-476,0
1848.406971,3018.890074,5,3668,0
2306.688286,2331.853418,3,-139,0
3681.113591,6941.786355,2,3854,0
1566.64647,2396.95888,5,2109,0
2090.837974,2868.380015,3,1102,0
1797.921154,1328.191429,5,-932,0
1935.784677,1683.687443,4,-1203,0
1810.909669,2682.607052,4,2148,0
1827.085818,2229.779132,3,-372,0
1525.274005,2193.178676,6,2903,0
1850.288787,2340.374538,4,1127,0
3019.458479,6261.404902,1,416,0
1635.940517,3058.492384,5,3679,0
1362.784101,1338.575001,5,-40,0
1585.38942,1699.415288,5,991,0
1960.935733,2783.933121,5,3161,0
2976.073742,6147.431799,2,3174,0
1196.684399,1647.317857,6,1590,0
1785.170999,2009.861167,4,262,0
1994.867734,3117.275944,5,3477,0
1717.803226,2004.741644,4,106,0
1275.704461,1351.590093,6,568,0
1592.769177,1381.198797,4,-1021,0
1580.119906,2003.635801,4,-7,0
1306.142832,1905.745939,7,2824,0
2488.197205,2810.025929,3,117,0
2984.113512,4356.663018,2,2033,0
1652.762626,2601.779466,5,2870,0
2366.778986,2749.388521,3,834,0
2227.321492,3413.075427,3,2183,0
1454.873001,1853.924448,5,1028,0
2152.092587,2546.181306,4,1382,0
1730.098958,1754.035794,4,-306,0
2144.35188,3720.470928,3,2455,0
2277.660329,3043.109496,3,1483,0
1849.597754,2864.622958,4,2112,0
1122.997202,1633.878051,6,1673,0
1240.180097,1082.368856,6,-422,0
2381.301278,3811.48774,3,2221,0
1802.11514,2076.965342,4,938,0
1772.774492,2278.724984,4,1302,0
2049.223118,2819.542541,4,1407,0
1570.130552,2352.470658,6,2894,0
1298.657166,1582.70207,6,1169,0
1301.156738,1792.333482,6,1824,0
2203.6664,2492.893752,3,-185,0
2014.946099,1871.845,4,-279,0
1832.403811,2972.418835,5,3411,0
2280.960942,1402.4448,3,-1857,0
2070.173961,2795.281592,3,1180,0
1791.016999,2595.337917,4,1740,0
2326.912726,899.7367823,4,-2387,0
1661.337234,2598.230735,5,2766,0
1488.384424,1450.326992,5,-27,0
1472.049525,1556.723507,4,9,0
2082.977644,2010.470751,3,-453,0
1942.715546,2396.624202,4,1003,0
2207.238553,1541.708707,3,-1332,0
1276.931162,1868.371181,7,2412,0
1315.770501,1884.222073,6,1988,0
1400.640957,1827.785839,6,1830,0
1822.200515,2402.168213,4,1788,0
2139.864985,3264.386142,5,3760,0
1349.943912,1938.97897,6,2388,0
1597.627936,2437.690709,6,3283,0
2158.840055,3701.364148,4,3550,0
1609.535668,2599.275067,5,2441,0
1790.190996,2659.470258,5,2946,0
1580.627664,1293.767974,5,-597,0
1354.448083,1822.536263,6,1677,0
1643.770247,1677.294494,5,187,0
2029.899556,2172.65727,3,344,0
2223.797167,2992.659211,3,1522,0
1611.077772,1183.073012,5,-189,0
2075.651158,3059.645045,3,1823,0
1389.209619,1875.369548,6,2267,0
1382.945281,2059.745834,6,2457,0
1902.833567,2750.780636,5,3056,0
2378.774148,2059.99374,3,-425,0
1877.921382,2149.964841,3,336,0
1692.865328,1542.979639,4,-381,0
1577.468527,1276.990971,5,-874,0
2198.225759,2888.133053,3,1196,0
1253.436304,794.6131358,6,-1483,0
1182.886844,1645.569009,6,1779,0
1429.287342,2275.814113,6,2973,0
2035.121286,1866.183333,3,-567,0
2111.828889,2526.963157,3,375,0
1504.922674,2088.647684,5,1720,0
1103.202331,1010.356508,6,-420,0
2234.309449,3403.864486,3,2166,0
2326.713376,3378.764493,2,891,0
1890.070887,3390.387381,4,3060,0
2466.822261,3253.136124,3,1794,0
1529.558497,2298.613704,5,2275,0
1658.434939,2158.574615,4,1054,0
1689.104678,1451.635891,4,-670,0
1645.825072,2302.001155,5,2334,0
1960.810122,2490.963135,4,1642,0
1985.228039,3224.301905,4,2877,0
1695.988857,1975.949659,5,920,0
1996.9937,2634.362513,4,1559,0
1101.828733,1174.297632,6,-125,0
1418.611915,1137.711718,5,-1164,0
1083.201374,1578.752487,7,2098,0
1961.829429,2942.180321,4,2305,0
1876.757023,2343.723623,4,500,0
9186.713336,31579.45256,0,2597,0
1896.770445,2593.697916,4,1051,0
2102.852567,3892.81658,4,3649,0
1273.122519,2070.42766,5,1444,0
1634.256901,2301.66726,5,2126,0
1496.165373,1365.567015,5,-248,0
1745.73465,2346.964212,5,1952,0
1586.753912,1971.668852,5,1561,0
1565.775099,1697.923856,5,689,0
2040.142603,3213.438574,4,2557,0
1298.545179,1409.669861,6,913,0
2344.013453,2644.066211,4,1296,0
1772.52191,2491.972694,4,1647,0
1644.656374,1945.23865,5,1189,0
1843.619268,1469.558965,4,-560,0
1258.574076,1569.878088,6,1466,0
2070.143841,2265.114764,3,-707,0
1413.549617,2248.487817,5,1885,0
2487.800161,2330.669692,3,441,0
1381.488327,1672.958036,5,907,0
1615.842974,2532.021665,4,1726,0
1353.523532,1618.962701,4,-495,0
2116.339471,3374.439994,3,1923,0
1725.087458,2159.856767,5,1541,0
1275.956141,1759.000827,6,1836,0
1161.638416,712.8898253,6,-1425,0
1420.396946,1982.665906,6,2428,0
2049.741716,3283.739245,4,2534,0
2865.09017,3479.390533,2,294,0
2097.45503,2114.787482,3,-30,0
1413.473747,1728.165079,5,817,0
1174.634312,1506.19022,5,427,0
1847.249416,3064.429593,4,2534,0
1197.697434,1457.105409,6,673,0
2138.720313,2946.377563,3,1348,0
1560.091299,2104.02591,6,2479,0
2554.981678,2156.787364,3,-242,0
1476.451463,2419.532402,5,2590,0
1787.334519,2579.6975,4,2091,0
1752.247811,1657.516817,5,306,0
2194.027903,1975.43754,3,-556,0
1145.131005,1626.804808,7,2081,0
1470.586418,2470.956939,5,2545,0
1795.139004,2933.047705,4,2265,0
1884.933854,2692.155841,4,2284,0
1644.884245,1590.512116,5,242,0
2001.938251,3063.985868,4,2626,0
2321.743061,3268.87634,4,2931,0
1638.86528,1698.133338,4,-575,0
2012.704214,3140.879694,4,2561,0
1043.583172,1635.517149,8,2537,0
2191.265342,3743.040617,4,3727,0
2218.219795,3505.69911,3,2048,0
1723.764873,1706.432615,4,-318,0
1346.444094,1824.829198,5,906,0
2623.420576,2658.26073,3,-109,0
2155.159516,2487.051107,4,1583,0
1325.503771,1592.873604,5,836,0
3032.911012,4330.420119,2,1022,0
1840.783047,3426.706104,3,1710,0
2444.305896,4187.333561,2,1574,0
1621.363764,1486.140857,5,-273,0
1837.932018,2236.378092,4,1339,0
2446.153576,3312.158343,3,1967,0
1587.194729,2212.731532,6,2538,0
2079.307985,3112.458477,4,2787,0
1144.153356,1215.666321,6,398,0
1830.118315,3047.63735,5,3655,0
1358.909495,980.8335811,6,-1309,0
2842.24401,4044.950764,3,3012,0
1349.365796,1859.177279,5,1633,0
1864.453751,1957.821023,4,-197,0
2100.542734,3182.998977,4,2744,0
1741.045418,2796.179391,3,1440,0
1150.42651,1374.525781,6,694,0
1876.626319,2109.252274,3,-115,0
1663.042982,2484.901282,5,2583,0
2606.878247,3574.827433,2,977,0
2824.685103,4899.037328,2,2291,0
1853.995415,2448.567598,4,1281,0
1034.357829,1589.825665,8,2577,0
1217.055897,1432.559222,6,702,0
1524.739643,1972.353236,5,1764,0
1981.806755,2879.06613,4,1980,0
1610.44047,2536.275625,4,1981,0
1916.51858,3194.050509,4,2968,0
1952.832901,2968.327397,4,2315,0
1336.606189,1308.226892,5,-86,0
1581.861498,1621.113806,4,43,0
1895.321656,3201.467095,5,3904,0
1604.334416,1830.592429,5,1153,0
1424.414482,2268.919998,6,3022,0
4480.556762,9813.729948,1,2521,0
1877.940143,2349.831108,4,936,0
2050.480326,6235.842603,1,356,0
1666.919549,1981.361689,4,429,0
1378.977256,1722.55491,5,927,0
1104.912992,1247.178291,6,780,0
1402.387335,2074.742897,6,2320,0
2087.098811,4101.263223,3,2446,0
1217.155774,1725.787846,5,781,0
2177.042445,3160.547858,3,1629,0
2147.379359,2952.59437,3,1336,0
1428.974748,2185.799749,6,2756,0
1952.874221,3136.631442,3,1445,0
1519.19551,2638.575415,5,2928,0
1147.983708,1381.295457,7,1226,0
1281.999362,2067.383309,5,1684,0
1258.418789,1522.727539,6,872,0
969.6908282,1508.371107,5,137,0
1848.20843,2501.810133,4,1245,0
1375.944949,1987.627984,7,2931,0
1408.798798,2003.998038,6,2353,0
2552.333031,6268.595178,2,3574,0
1494.193249,2277.653545,5,2364,0
2712.222561,3983.264362,3,3028,0
1415.526462,939.0772988,6,-994,0
1760.355649,2572.237686,5,2734,0
1611.506571,1930.862327,5,1329,0
1249.258705,2125.671493,7,3458,0
1852.130757,2482.567238,4,1301,0
1607.091771,2513.118403,5,2279,0
1823.522986,2630.497092,4,1753,0
1681.751841,1615.037425,5,-12,0
1436.177463,1579.786442,4,-11,0
1522.463074,2164.292994,4,1103,0
1769.923841,2195.64196,4,863,0
1906.726086,1772.886873,4,344,0
2151.760595,3471.479399,4,3176,0
1383.591785,1621.869709,6,1066,0
1533.008878,2381.50401,5,2493,0
1315.671651,1644.768041,6,1612,0
1798.797253,2980.598651,5,3480,0
1467.262751,2089.897008,5,2083,0
1257.773103,2125.898647,5,1656,0
1651.658317,2039.186398,5,1511,0
1673.519752,2580.429331,5,2857,0
1730.509855,1995.411627,4,630,0
1632.423409,2567.52715,6,3677,0
1793.814592,3028.632259,4,2515,0
1232.61022,1625.238132,6,1512,0
1524.613243,1119.886869,5,-1061,0
1138.413992,1153.530177,5,-362,0
2109.989016,2892.547195,3,1275,0
1156.177078,819.4300202,7,-981,0
2460.071156,4795.094539,3,3768,0
1982.627965,3155.977944,4,2738,0
1190.675737,1927.551631,7,2929,0
2159.003852,2028.399573,3,-447,0
1914.284239,2087.173058,4,294,0
1304.531334,1589.973315,5,879,0
1329.025798,1766.650047,6,1640,0
2352.111776,3118.829926,3,616,0
2027.075772,2402.80664,4,1079,0
1225.521608,1209.721919,6,-192,0
2001.375582,2174.680287,3,-329,0
1554.216357,1762.710764,5,1355,0
2020.734924,2345.604528,3,128,0
1936.097746,3116.919493,4,2533,0
1755.807196,3068.757739,5,3326,0
1817.842167,2237.419314,4,926,0
1530.63301,2410.169646,5,2699,0
1390.279768,1717.833452,5,463,0
2001.404174,3340.595491,4,2760,0
1748.747645,1799.182183,4,0,0
1858.674975,2499.509018,4,1339,0
1845.414282,2587.33652,4,1944,0
1179.800311,1614.341301,7,2037,0
1751.599115,1881.186668,5,731,0
1666.087224,2457.780653,5,2584,0
2126.522984,1658.584159,4,-187,0
1922.503712,3301.764786,4,2949,0
1756.11372,2031.514619,4,271,0
1875.249047,3135.366818,4,2449,0
1515.223714,1493.231826,5,753,0
1812.516533,2576.325886,5,2471,0
1653.822115,2675.437509,5,2800,0
2499.186738,2123.509826,3,-833,0
2286.85465,4037.207987,3,1774,0
2748.669329,3303.744821,2,181,0
1696.667461,2787.333953,6,3919,0
1847.955243,2572.566832,4,1667,0
1247.286444,2084.294603,4,1106,0
1855.560955,3128.087302,4,2525,0
1305.769369,1977.218224,6,2151,0
2125.316384,2941.874424,3,1381,0
1838.280509,2320.701095,4,1531,0
1900.155131,2578.39833,4,2077,0
2447.688998,4175.049875,3,2914,0
1747.710871,2702.299086,5,3103,0
1537.905708,2192.731582,6,2793,0
1781.687776,2906.793197,4,2579,0
3064.762752,4135.576348,2,1471,0
2642.606709,3830.071408,3,2097,0
1589.250203,1979.872035,5,1365,0
1347.85948,1973.650567,6,2486,0
1694.770647,2483.597262,5,2625,0
2304.193665,3329.444255,3,2121,0
2369.198137,3676.884306,3,2323,0
1843.21725,1684.141331,4,-430,0
2038.589121,3120.940665,4,2727,0
1623.342881,2567.861551,4,1624,0
1735.638543,2647.515202,5,2873,0
1767.37913,1117.603377,4,-1865,0
1578.619879,1861.509325,5,1118,0
2003.913596,2922.932906,4,2528,0
2018.784005,2550.633055,3,274,0
1589.459935,2194.507312,4,1105,0
2373.449225,3066.257749,3,1190,0
1990.325094,3013.562537,5,3473,0
1719.350548,2463.470875,4,1596,0
2042.984334,2440.957797,3,525,0
2341.614429,3393.117859,3,1959,0
1772.449943,2166.065169,4,813,0
1353.685416,1940.728913,6,2368,0
1163.338864,938.7156937,8,203,0
1862.472909,1973.700197,4,209,0
2292.930291,2953.79185,3,1418,0
2291.331642,1678.012481,3,-1028,0
1973.241946,1862.840587,4,-540,0
1922.768247,1638.189117,4,-390,0
1586.511204,2399.23857,4,1268,0
1526.235999,2433.563276,5,2390,0
2290.840549,2795.460024,3,759,0
2142.469422,3260.021187,3,1804,0
1504.661783,1537.434408,6,-216,0
1801.881235,2425.5611,4,1501,0
1562.40918,2382.866457,5,2322,0
1506.120534,1473.668045,5,330,0
2061.858012,3245.852466,4,3027,0
1740.491303,2650.848269,5,2734,0
1458.900702,2684.150838,4,1461,0
1590.204477,2558.396668,6,3655,0
1465.466006,2126.721587,5,2013,0
1849.830131,2873.799607,4,2348,0
1614.178521,2230.378611,5,1995,0
1354.352355,2054.659146,6,2139,0
1559.024111,2275.151526,6,2806,0
2099.400815,3615.010682,4,3179,0
1979.742508,2918.749616,4,2095,0
3279.009185,5715.545394,2,3374,0
1620.045081,2614.617692,4,1789,0
1024.991278,1019.910495,7,-187,0
2215.081071,2018.477304,3,-24,0
1378.515268,1792.790896,5,1333,0
2950.265041,4211.475664,3,3048,0
1443.317726,1453.009015,5,155,0
1741.804487,2427.166458,4,1609,0
1365.29945,1762.073131,5,782,0
2101.697893,2178.967634,4,759,0
1814.378224,2440.986457,3,804,0
1494.747335,2336.998859,5,2204,0
1456.490656,2429.284066,6,3264,0
2458.525181,2956.680999,3,1105,0
1785.718397,2635.520127,4,1617,0
1651.050539,2132.589529,4,902,0
1353.083503,2389.466694,6,2843,0
2112.762179,2870.266475,4,2094,0
2157.986259,3170.673375,4,2799,0
1563.657982,2466.563661,6,3316,0
1208.999113,998.423173,6,-394,0
2140.397668,3236.036652,4,2823,0
1448.826077,2069.826979,5,1685,0
1618.184164,2126.443338,4,697,0
1346.389302,1589.461003,5,968,0
1523.217482,1761.892977,7,1495,0
2702.334855,3599.467278,3,2252,0
1717.168997,2451.574105,4,1843,0
1264.93658,1494.60208,6,1133,0
2057.143028,2148.51717,3,277,0
1448.014847,2206.63523,5,2027,0
1275.142699,1716.193366,6,1634,0
1513.964016,1990.730505,5,1431,0
1247.423623,1679.647319,7,2206,0
1310.123888,1333.594041,6,1826,0
2463.066117,4232.902799,3,2843,0
1679.164453,2997.499643,5,3402,0
1255.705144,2041.173965,7,3256,0
1416.55092,2007.54787,5,1417,0
2102.758207,2693.532289,3,-32,0
1938.490723,3377.606538,4,3156,0
1613.389229,2191.171223,5,2163,0
1217.162289,1182.891011,5,-122,0
2101.197513,3087.860525,4,2621,0
1913.01368,2887.29061,6,3998,0
1808.043196,2889.930051,4,2361,0
1872.724056,2150.960378,3,-326,0
1878.448572,1803.876252,4,-431,0
1481.636703,1525.903773,5,11,0
1560.941159,1838.693639,5,1091,0
1775.214369,2532.786095,5,2598,0
2479.144866,4263.61433,3,2691,0
1376.29609,1608.998635,6,1002,0
1889.338744,2638.265444,4,1911,0
1297.414141,1412.585847,6,1061,0
1241.211457,1517.548757,6,1113,0
2875.185491,4441.630528,3,3297,0
1439.242384,2423.218752,6,2807,0
1945.869213,2955.844363,3,1389,0
1581.4339,2280.80349,5,2012,0
1935.337528,3475.428087,4,3448,0
1689.870209,2612.304139,5,3063,0
1799.355333,1648.177625,4,-134,0
1734.108683,2717.895201,5,2859,0
1598.548807,1701.439902,5,146,0
1509.501496,2421.390724,4,1283,0
1786.192314,2185.226205,5,1570,0
1600.37854,2082.900779,5,1936,0
1895.770198,1845.004669,4,-463,0
1390.644665,2056.449013,6,2578,0
1681.022524,1632.809589,4,-424,0
1437.483678,1783.803817,5,1406,0
1650.708368,2413.187703,5,2519,0
1413.981342,1736.449742,5,1137,0
1587.895983,2564.000592,4,1877,0
2174.04787,3861.32415,4,3440,0
1595.51627,2077.608113,4,730,0
1997.41642,3245.511048,4,2700,0
1141.779906,1624.336166,6,1342,0
1716.799844,2383.296695,6,3165,0
2286.301225,3857.175155,4,3719,0
1457.065887,1547.388245,5,344,0
2474.753314,2299.355325,3,685,0
1441.664284,1685.936966,6,1309,0
1677.834328,2234.089613,5,1913,0
1290.0152,1652.968992,5,254,0
2006.723719,1734.366829,4,-306,0
2082.460313,2383.109013,3,-346,0
2157.375888,2874.30387,3,1446,0
1451.082265,1761.937147,5,663,0
1578.202931,1702.853309,4,19,0
1316.292477,936.497794,5,-1107,0
1930.537367,3643.865608,3,2846,0
2241.625567,3596.968062,3,2460,0
1769.253296,2409.488419,5,2264,0
1913.501903,3088.903314,5,3682,0
2078.684416,3356.252798,3,1841,0
2246.457966,1662.125032,3,-1051,0
1669.060895,1928.36545,4,685,0
2472.04244,3454.326047,3,2157,0
1505.40451,1585.674,5,503,0
1298.629859,1447.467889,6,693,0
1757.955808,1812.609132,3,-363,0
1760.302717,1494.546558,4,-1014,0
1200.85599,1599.280309,5,1118,0
2550.426259,3903.927396,3,2527,0
1529.742276,2291.178627,6,2898,0
2035.553617,1786.187656,4,-124,0
2012.632849,3362.773166,4,2855,0
1496.528055,2328.737947,5,2296,0
1213.625345,582.8845193,7,-1829,0
2719.269287,4084.694446,3,2880,0
2246.044591,4390.068051,3,2706,0
1894.621137,2561.242914,4,1602,0
2914.703153,4897.52963,3,3884,0
1766.985232,2711.526585,5,2888,0
2323.569417,3748.438388,3,2309,0
1716.808169,2390.317311,4,689,0
2132.137154,2448.399655,4,913,0
1895.724897,2971.663925,4,2477,0
2129.176086,2808.193137,3,486,0
2451.654161,1088.309136,4,-3230,0
2039.267343,1848.657751,4,-106,0
2668.307725,1467.00671,4,-2719,0
1790.564048,1091.336738,5,-2178,0
1227.089684,1794.22442,6,2039,0
1308.188347,1214.514945,7,-110,0
1973.329819,2376.478573,4,1268,0
1995.588967,2610.78612,4,1480,0
2459.757499,3087.689037,3,1423,0
2134.367795,2055.798452,4,-276,0
1370.27472,1833.077652,6,2125,0
2019.200633,2863.010597,4,1976,0
1647.929527,2679.74671,5,3019,0
1298.200935,1444.658578,6,505,0
1534.8542,1768.537168,5,912,0
1638.45343,2483.214884,5,2622,0
1993.856444,3266.290177,4,2822,0
1849.763197,2930.332026,5,3640,0
3037.111082,3142.051871,2,-548,0
1560.776585,2399.268977,5,2537,0
1736.460704,2727.636401,4,2228,0
2275.269035,2665.923311,3,781,0
1839.255511,3073.832998,4,2541,0
1663.502834,2561.143815,5,2533,0
1149.768825,1504.213151,6,1233,0
1775.431336,1953.457274,4,1123,0
1457.280911,2195.515116,5,2079,0
1708.427004,1992.489256,4,80,0
1436.607804,1470.400078,5,-486,0
1665.534359,2456.003131,5,2723,0
1773.86259,3030.34241,4,2242,0
796.0351352,838.3631844,4,-1367,0
1404.625306,2089.09903,5,1649,0
1768.32867,2894.769298,4,2205,0
2102.26434,2805.981884,3,1320,0
1706.633596,2203.866014,5,2192,0
1977.196301,2216.739156,4,545,0
1514.623079,1799.969296,5,1213,0
2033.561121,2813.737875,4,2133,0
1666.058538,2913.303915,6,3943,0
2262.27815,3990.306897,3,2767,0
1469.885729,2286.775778,5,2238,0
1338.46471,2128.498531,7,3203,0
1982.567426,2308.635979,4,1118,0
1206.525581,2944.565458,6,4473,0
1301.197142,4290.242705,3,3273,0
525.8192901,2403.057097,4,2236,0
776.6906391,2323.52159,6,3662,0
620.4262225,2208.010054,5,2607,0
934.4593559,4010.820414,2,2121,0
2146.455814,4820.152145,4,5186,0
713.5956925,3221.685183,3,2303,0
511.332024,1795.054306,7,3001,0
1412.567476,1566.969813,5,235,0
1119.659836,6149.298948,1,1469,0
3702.47051,6285.306911,1,1459,0
415.1549031,1773.84948,5,1976,0
2380.070008,3403.81702,3,2268,0
1324.538273,1781.28364,6,1994,0
1661.091807,2353.043732,5,1715,0
2631.874856,2568.405338,3,257,0
1164.238509,1250.862785,6,458,0
2367.737115,4917.532553,1,278,0
1246.324485,954.4174951,6,-859,0
1887.492108,2762.349091,3,1336,0
1765.542405,2921.165286,3,1466,0
1529.933858,2495.939819,5,2758,0
176.625471,2229.509038,5,264,0
2445.500889,2751.110688,3,452,0
1179.517466,1318.140165,6,565,0
1900.55578,2199.214318,5,928,0
4363.916991,8809.212504,2,5495,0
1699.642358,5618.016938,2,3277,0
1484.464923,2224.028579,7,2680,0
1652.142369,2149.239273,8,2864,0
2055.23719,2755.273317,4,1060,0
3129.421493,4705.910614,5,5403,0
2770.810559,3123.02225,2,-196,0
1624.588291,2132.047191,7,2341,0
2815.948269,4017.324197,2,848,0
1193.327192,1730.960252,9,2767,0
3207.565582,5624.588151,2,2453,0
1006.874192,3868.432918,2,2226,0
2073.734286,2281.413154,4,270,0
1759.254586,2631.076348,4,1701,0
2233.524849,3098.351004,3,1794,0
2037.62433,1879.240007,4,-240,0
2763.995826,4119.869525,2,669,0
1475.234402,1832.496449,8,1931,0
2340.534718,3664.547071,4,3318,0
1239.005631,1422.064953,6,590,0
1754.519984,2892.817617,4,2299,0
1875.250227,3023.41947,4,2445,0
2019.508692,3329.356199,4,2851,0
3088.046058,4270.140466,2,1283,0
1771.833036,3081.626227,4,2493,0
1931.527891,2072.470068,4,566,0
2509.017937,3636.196212,3,2412,0
1224.546382,1616.425093,6,1112,0
2362.259369,3505.687379,3,1870,0
1453.132464,1319.567702,5,-955,0
1611.662896,1737.646024,4,151,0
1623.055344,2253.387379,4,1069,0
1486.839784,2177.985822,6,2487,0
1487.58379,1547.425456,5,322,0
1525.68456,2142.557227,5,2010,0
1450.726976,2420.070278,5,2827,0
2127.16602,2892.521276,4,2320,0
1570.527654,1723.439991,5,1013,0
1383.496756,2126.792559,5,2000,0
1467.263962,1994.552151,4,950,0
2744.21403,4551.387264,3,3474,0
1350.113312,2022.728902,5,1871,0
1335.823741,1420.5059,6,33,0
2982.767443,3682.416159,2,983,0
1810.757679,2044.474679,4,294,0
1682.179419,2480.409143,5,2570,0
3206.087526,4163.779636,3,2892,0
1464.406316,1718.971224,5,1072,0
1197.248203,1036.08877,7,-304,0
2148.573995,4200.847196,4,4091,0
2032.858355,3301.184855,4,3152,0
1588.979691,1364.944794,5,-125,0
1854.985874,2853.135094,5,3094,0
1604.070146,2124.119422,6,2105,0
1313.232703,1800.633482,6,1748,0
1386.435711,2030.362352,5,1737,0
1059.841088,1250.930188,7,1297,0
1322.135032,1228.844781,5,-529,0
1559.168352,2153.469843,5,1907,0
2321.698598,3079.358912,3,1698,0
1835.995231,2247.945248,4,1057,0
1072.379494,1046.535365,7,-401,0
1572.537454,2029.587129,5,1403,0
1621.382681,1858.927901,5,1314,0
2054.453651,2536.218586,4,2070,0
959.0690414,1360.360654,8,1616,0
2032.14336,2248.64223,4,875,0
234.443571,749.3777283,7,313,0
1307.840278,1142.463836,6,-122,0
1772.327328,2374.333926,5,2287,0
2566.540974,3680.855361,3,2300,0
2705.91695,4437.165602,3,3445,0
1866.291498,2771.195161,4,1749,0
1692.437443,1550.035303,5,427,0
1605.730649,2375.566792,5,2164,0
1957.394687,2972.214587,4,2569,0
1781.874047,2826.666471,3,1170,0
1535.579475,2370.769688,6,3048,0
1416.345111,2187.739377,5,2238,0
2635.116646,4417.300756,3,3268,0
2058.27305,3423.086769,4,3191,0
2254.214576,3146.725323,4,2557,0
3007.446678,3860.742329,2,1059,0
1680.520806,2312.799793,6,2646,0
1651.617853,2553.20593,6,3465,0
1219.411967,1732.730832,6,1606,0
1816.411095,2470.481476,4,1706,0
1453.156275,1842.203298,6,1717,0
1234.671541,1466.056908,7,1028,0
2334.256133,2712.70856,3,1104,0
1531.07231,2107.848763,5,1748,0
1624.165035,2449.804801,5,2300,0
1254.844488,1867.367962,5,1070,0
1595.398456,2213.942763,4,1297,0
1722.795456,2874.105981,5,3273,0
1888.688083,2276.02287,4,1179,0
1402.206813,1911.547762,5,1485,0
1704.798522,2755.737006,4,1864,0
1702.393808,2349.814537,5,2363,0
1716.188909,2479.970186,4,1198,0
1523.967607,2272.067368,4,1359,0
1678.879651,1376.479837,6,-537,0
1949.915955,2505.693361,4,1282,0
1628.399196,2402.918278,4,441,0
1209.964977,1020.477087,6,-657,0
1776.741085,2448.363491,5,2518,0
2200.667418,2147.868773,3,-673,0
1530.170109,2383.414494,5,2179,0
1542.486272,2620.306824,5,2953,0
1495.069331,2238.359537,5,2243,0
2157.455725,2946.262903,3,1194,0
1312.905584,1460.24851,5,109,0
1361.309459,1605.879621,5,582,0
2000.94165,2888.174225,4,2304,0
1452.031365,1962.851765,4,881,0
2314.20208,3065.949849,3,1540,0
2011.742598,1116.592742,4,-1862,0
2487.541021,2810.943577,3,329,0
1637.651789,2196.202084,4,166,0
1546.675879,2468.626678,6,3508,0
1872.197011,2626.817104,4,1879,0
1306.334239,1510.587043,5,-60,0
1557.650709,2263.660433,6,2907,0
1706.212088,2267.545154,5,2050,0
1768.685072,2364.987297,3,119,0
1534.246525,2302.865896,5,2648,0
1250.889334,1590.96966,6,960,0
1417.963415,2056.026604,6,2260,0
1324.620855,1482.239256,6,1113,0
1544.904111,2476.817336,4,1008,0
1819.111735,2929.263677,4,2071,0
3397.577716,5308.93524,2,2722,0
1394.379706,1997.306409,6,2432,0
2159.229328,2960.9215,4,2297,0
1386.794813,2035.092145,5,1582,0
1312.324645,1699.32874,5,1038,0
2631.689833,4878.727985,3,3666,0
1712.359089,2647.381378,4,2239,0
1999.470797,2921.634231,4,2231,0
2382.769306,3597.604433,4,3354,0
1570.071077,2219.403571,4,705,0
1311.859727,1730.526205,6,1921,0
3487.913976,5937.695068,2,3191,0
1637.506968,2073.549286,5,1189,0
1859.722923,2173.032851,4,799,0
1951.643073,2923.068063,5,3052,0
1537.911575,2221.648729,5,2058,0
1635.87316,2380.739306,4,440,0
1239.691989,1859.656039,6,1903,0
1798.357533,3049.573338,4,2683,0
1774.276641,2396.182153,4,1812,0
1770.201568,3253.154088,4,2906,0
1498.264891,2006.923644,5,1605,0
1349.299553,838.3073836,6,-1399,0
885.3871798,726.3769271,7,-790,0
1539.350201,2373.510667,4,1420,0
1870.238506,1380.60457,4,-1550,0
11154.0436,38423.64062,0,4005,0
2070.889678,3090.555769,3,1206,0
1163.474133,1115.151604,7,85,0
1455.984946,2043.479686,6,2231,0
2311.153567,3102.739464,3,1738,0
1728.526116,2101.864654,5,1306,0
1389.882308,2159.376871,6,2633,0
1465.183506,1678.025377,5,765,0
1349.202414,1536.803324,5,511,0
2591.683867,2989.816807,3,1026,0
2218.186809,3107.96961,3,1906,0
1756.887149,2314.125223,4,654,0
2052.736188,3243.403588,4,2620,0
1788.100863,2020.440773,4,913,0
1550.950187,2330.563408,6,3148,0
2468.317815,4119.339988,4,4117,0
3026.687789,5040.343856,3,3788,0
1301.629997,1738.82113,5,195,0
1739.215034,2656.245485,5,2894,0
1490.583823,1800.633234,5,1315,0
2128.255775,1844.264789,3,-663,0
1927.966638,3403.469462,4,3124,0
